CardPaymentID,PaymentDate,Amount,SalesOrderID
5327,12/17/2012,19800,6727
5328,8/24/2011,18000,6728
5329,6/27/2012,18200,6729
5330,12/27/2012,18400,6730
5331,5/9/2011,18600,6731
5332,3/26/2012,18800,6732
5333,3/27/2012,19000,6733
5334,10/6/2014,19200,6734
5335,3/23/2012,19400,6735
5336,9/11/2013,19600,6736
5337,6/18/2014,19800,6737
5338,12/10/2013,18000,6738
5339,12/29/2014,18200,6739
5340,5/27/2014,18400,6740
5341,11/20/2014,18600,6741
5342,6/22/2011,18800,6742
5343,4/19/2012,19000,6743
5344,10/26/2011,19200,6744
5345,8/24/2012,19400,6745
5346,12/1/2011,19600,6746
5347,4/23/2014,19800,6747
5348,10/14/2014,18000,6748
5349,11/19/2014,18200,6749
5350,11/5/2012,18400,6750
5351,7/9/2013,18600,6751
5352,8/4/2011,18800,6752
5353,2/24/2011,19000,6753
5354,7/11/2013,19200,6754
5355,12/30/2014,19400,6755
5356,9/13/2013,19600,6756
5357,3/1/2012,19800,6757
5358,9/23/2014,18000,6758
5359,5/8/2014,18200,6759
5360,5/11/2012,18400,6760
5361,9/3/2014,18600,6761
5362,4/10/2014,18800,6762
5363,1/16/2012,19000,6763
5364,8/4/2013,19200,6764
5365,6/10/2013,19400,6765
5366,10/13/2011,19600,6766
5367,3/21/2011,19800,6767
5368,3/21/2011,18000,6768
5369,12/22/2011,18200,6769
5370,7/28/2014,18400,6770
5371,8/20/2013,18600,6771
5372,9/9/2012,18800,6772
5373,9/13/2013,19000,6773
5374,12/28/2011,19200,6774
5375,12/21/2011,19400,6775
5376,8/1/2013,19600,6776
5377,10/23/2012,19800,6777
5378,11/16/2012,18000,6778
5379,6/18/2014,18200,6779
5380,12/10/2013,18400,6780
5381,6/22/2011,18600,6781
5382,11/3/2014,18800,6782
5383,8/1/2011,19000,6783
5384,5/23/2012,19200,6784
5385,11/15/2012,19400,6785
5386,11/28/2014,19600,6786
5387,6/24/2013,19800,6787
5388,5/9/2011,18000,6788
5389,11/6/2013,18200,6789
5390,1/20/2014,18400,6790
5391,10/31/2014,18600,6791
5392,7/12/2013,18800,6792
5393,3/22/2013,19000,6793
5394,12/5/2011,19200,6794
5395,3/11/2013,19400,6795
5396,4/3/2012,19600,6796
5397,8/29/2014,19800,6797
5398,12/18/2013,18000,6798
5399,5/7/2013,18200,6799
5400,6/1/2013,18400,6800
5401,2/10/2012,18600,6801
5402,8/7/2014,18800,6802
5403,9/4/2012,19000,6803
5404,4/24/2014,19200,6804
5405,9/10/2014,19400,6805
5406,10/22/2013,19600,6806
5407,3/25/2013,19800,6807
5408,11/18/2014,18000,6808
5409,8/22/2013,18200,6809
5410,11/23/2012,18400,6810
5411,12/19/2014,18600,6811
5412,9/21/2012,18800,6812
5413,12/19/2012,19000,6813
5414,11/30/2012,19200,6814
5415,5/17/2012,19400,6815
5416,12/30/2014,19600,6816
5417,12/3/2012,19800,6817
5418,8/26/2014,18000,6818
5419,4/21/2011,18200,6819
5420,8/4/2014,18400,6820
5421,8/27/2012,18600,6821
5422,4/23/2014,18800,6822
5423,9/2/2011,19000,6823
5424,9/29/2011,19200,6824
5425,7/18/2012,19400,6825
5426,3/8/2012,19600,6826
5427,4/8/2013,19800,6827
5428,6/30/2014,18000,6828
5429,12/21/2011,18200,6829
5430,9/12/2013,18400,6830
5431,1/28/2014,18600,6831
5432,11/13/2014,18800,6832
5433,12/18/2013,19000,6833
5434,3/25/2013,19200,6834
5435,8/16/2012,19400,6835
5436,9/19/2014,19600,6836
5437,6/24/2013,19800,6837
5438,7/3/2014,18000,6838
5439,8/23/2013,18200,6839
5440,9/18/2013,18400,6840
5441,11/19/2012,18600,6841
5442,11/8/2013,18800,6842
5443,9/30/2013,19000,6843
5444,11/11/2014,19200,6844
5445,9/30/2013,19400,6845
5446,10/15/2012,19600,6846
5447,12/8/2011,19800,6847
5448,10/25/2012,18000,6848
5449,3/19/2012,18200,6849
5450,10/20/2014,18400,6850
5451,6/13/2011,18600,6851
5452,12/31/2013,18800,6852
5453,11/3/2011,19000,6853
5454,12/13/2013,19200,6854
5455,12/14/2013,19400,6855
5456,10/24/2011,19600,6856
5457,2/2/2012,19800,6857
5458,2/7/2012,18000,6858
5459,9/14/2013,18200,6859
5460,1/27/2012,18400,6860
5461,12/22/2012,18600,6861
5462,4/24/2013,18800,6862
5463,5/16/2012,19000,6863
5464,3/26/2012,19200,6864
5465,7/18/2013,19400,6865
5466,11/18/2011,19600,6866
5467,6/17/2014,19800,6867
5468,6/25/2014,18000,6868
5469,12/30/2014,18200,6869
5470,3/14/2014,18400,6870
5471,5/11/2011,18600,6871
5472,8/16/2013,18800,6872
5473,12/19/2012,19000,6873
5474,10/31/2013,19200,6874
5475,9/28/2014,19400,6875
5476,10/24/2014,19600,6876
5477,2/25/2013,19800,6877
5478,3/4/2013,18000,6878
5479,5/8/2013,18200,6879
5480,11/19/2012,18400,6880
5481,3/2/2012,18600,6881
5482,4/10/2013,18800,6882
5483,2/10/2011,19000,6883
5484,10/8/2014,19200,6884
5485,11/16/2012,19400,6885
5486,11/16/2012,19600,6886
5487,6/12/2012,19800,6887
5488,9/22/2014,18000,6888
5489,12/15/2011,18200,6889
5490,6/7/2013,18400,6890
5491,2/23/2012,18600,6891
5492,6/16/2012,18800,6892
5493,2/18/2013,19000,6893
5494,3/22/2012,19200,6894
5495,8/1/2013,19400,6895
5496,6/28/2011,19600,6896
5497,5/18/2011,19800,6897
5498,1/10/2011,18000,6898
5499,4/2/2013,18200,6899
5500,7/25/2013,18400,6900
5501,8/9/2013,18600,6901
5502,6/14/2014,18800,6902
5503,10/20/2014,19000,6903
5504,12/5/2011,19200,6904
5505,3/27/2012,19400,6905
5506,10/9/2014,19600,6906
5507,6/6/2014,19800,6907
5508,8/14/2014,18000,6908
5509,11/21/2012,18200,6909
5510,3/5/2012,18400,6910
5511,10/12/2011,18600,6911
5512,9/16/2011,18800,6912
5513,9/4/2012,19000,6913
5514,11/8/2012,19200,6914
5515,12/31/2012,19400,6915
5516,9/5/2013,19600,6916
5517,8/12/2013,19800,6917
5518,12/16/2011,18000,6918
5519,3/25/2013,18200,6919
5520,7/21/2014,18400,6920
5521,11/9/2013,18600,6921
5522,5/7/2013,18800,6922
5523,9/3/2012,19000,6923
5524,4/2/2013,19200,6924
5525,12/24/2012,19400,6925
5526,8/4/2014,19600,6926
5527,10/28/2014,19800,6927
5528,2/26/2013,18000,6928
5529,5/28/2013,18200,6929
5530,1/20/2014,18400,6930
5531,3/25/2013,18600,6931
5532,1/15/2014,18800,6932
5533,11/15/2011,19000,6933
5534,8/28/2014,19200,6934
5535,12/23/2011,19400,6935
5536,8/14/2013,19600,6936
5537,6/12/2012,19800,6937
5538,8/24/2012,18000,6938
5539,11/14/2014,18200,6939
5540,12/21/2012,18400,6940
5541,4/13/2012,18600,6941
5542,11/2/2011,18800,6942
5543,5/13/2014,19000,6943
5544,4/25/2014,19200,6944
5545,2/27/2013,19400,6945
5546,2/12/2014,19600,6946
5547,4/16/2013,19800,6947
5548,9/23/2014,18000,6948
5549,12/11/2014,18200,6949
5550,3/5/2012,18400,6950
5551,7/11/2012,18600,6951
5552,9/8/2014,18800,6952
5553,8/6/2014,19000,6953
5554,12/8/2011,19200,6954
5555,12/21/2012,19400,6955
5556,11/28/2014,19600,6956
5557,7/25/2012,19800,6957
5558,7/16/2013,18000,6958
5559,1/17/2014,18200,6959
5560,8/18/2011,18400,6960
5561,6/11/2013,18600,6961
5562,4/13/2012,18800,6962
5563,8/17/2012,19000,6963
5564,8/23/2011,19200,6964
5565,12/12/2014,19400,6965
5566,10/6/2012,19600,6966
5567,9/21/2013,19800,6967
5568,6/12/2014,18000,6968
5569,10/13/2014,18200,6969
5570,11/23/2011,18400,6970
5571,11/1/2011,18600,6971
5572,12/10/2014,18800,6972
5573,1/19/2012,19000,6973
5574,5/16/2012,19200,6974
5575,12/15/2014,19400,6975
5576,9/22/2012,19600,6976
5577,11/30/2012,19800,6977
5578,10/20/2014,18000,6978
5579,12/9/2011,18200,6979
5580,1/28/2013,18400,6980
5581,10/5/2012,18600,6981
5582,3/28/2014,18800,6982
5583,4/27/2014,19000,6983
5584,8/28/2014,19200,6984
5585,9/5/2012,19400,6985
5586,8/26/2014,19600,6986
5587,11/15/2013,19800,6987
5588,2/2/2011,18000,6988
5589,8/8/2012,18200,6989
5590,11/10/2011,18400,6990
5591,11/24/2011,18600,6991
5592,6/22/2012,18800,6992
5593,4/19/2014,19000,6993
5594,6/9/2014,19200,6994
5595,11/25/2011,19400,6995
5596,10/16/2011,19600,6996
5597,12/6/2013,19800,6997
5598,4/24/2012,18000,6998
5599,6/1/2011,18200,6999
5600,6/12/2013,18400,7000
5601,8/27/2014,18600,7001
5602,11/15/2014,18800,7002
5603,9/9/2014,19000,7003
5604,11/8/2012,19200,7004
5605,6/27/2014,19400,7005
5606,5/17/2013,19600,7006
5607,4/24/2012,19800,7007
5608,4/3/2013,18000,7008
5609,4/8/2011,18200,7009
5610,11/5/2013,18400,7010
5611,8/2/2013,18600,7011
5612,6/6/2013,18800,7012
5613,10/5/2013,19000,7013
5614,11/12/2014,19200,7014
5615,6/24/2014,19400,7015
5616,6/30/2014,19600,7016
5617,9/13/2012,19800,7017
5618,9/23/2011,18000,7018
5619,12/20/2012,18200,7019
5620,5/10/2013,18400,7020
5621,2/15/2012,18600,7021
5622,4/3/2014,18800,7022
5623,5/27/2011,19000,7023
5624,8/22/2013,19200,7024
5625,2/7/2014,19400,7025
5626,6/12/2014,19600,7026
5627,9/12/2014,19800,7027
5628,4/16/2014,18000,7028
5629,11/29/2012,18200,7029
5630,10/23/2014,18400,7030
5631,11/22/2014,18600,7031
5632,10/10/2012,18800,7032
5633,8/29/2012,19000,7033
5634,9/5/2014,19200,7034
5635,8/16/2013,19400,7035
5636,11/21/2012,19600,7036
5637,5/15/2013,19800,7037
5638,4/24/2014,18000,7038
5639,10/11/2013,18200,7039
5640,6/30/2011,18400,7040
5641,7/22/2013,18600,7041
5642,12/14/2011,18800,7042
5643,12/10/2011,19000,7043
5644,1/24/2011,19200,7044
5645,11/8/2014,19400,7045
5646,2/4/2011,19600,7046
5647,11/5/2014,19800,7047
5648,11/10/2012,18000,7048
5649,9/24/2012,18200,7049
5650,12/16/2011,18400,7050
5651,12/13/2014,18600,7051
5652,6/27/2013,18800,7052
5653,11/12/2011,19000,7053
5654,11/19/2013,19200,7054
5655,8/23/2014,19400,7055
5656,12/18/2012,19600,7056
5657,6/11/2013,19800,7057
5658,10/19/2012,18000,7058
5659,8/12/2014,18200,7059
5660,5/24/2011,18400,7060
5661,12/16/2014,18600,7061
5662,9/20/2013,18800,7062
5663,11/4/2014,19000,7063
5664,11/28/2013,19200,7064
5665,4/10/2014,19400,7065
5666,7/2/2013,19600,7066
5667,9/30/2014,19800,7067
5668,9/12/2014,18000,7068
5669,3/26/2014,18200,7069
5670,10/3/2012,18400,7070
5671,3/1/2011,18600,7071
5672,3/26/2012,18800,7072
5673,10/22/2013,19000,7073
5674,10/11/2012,19200,7074
5675,8/17/2013,19400,7075
5676,6/12/2013,19600,7076
5677,10/21/2011,19800,7077
5678,12/25/2013,18000,7078
5679,3/13/2013,18200,7079
5680,6/6/2012,18400,7080
5681,6/18/2013,18600,7081
5682,6/21/2013,18800,7082
5683,9/15/2011,19000,7083
5684,6/15/2013,19200,7084
5685,7/3/2014,19400,7085
5686,4/8/2014,19600,7086
5687,1/8/2011,19800,7087
5688,1/31/2014,18000,7088
5689,6/8/2012,18200,7089
5690,7/24/2012,18400,7090
5691,7/6/2011,18600,7091
5692,5/4/2012,18800,7092
5693,7/10/2013,19000,7093
5694,6/9/2014,19200,7094
5695,7/4/2012,19400,7095
5696,12/15/2012,19600,7096
5697,9/4/2013,19800,7097
5698,12/11/2014,18000,7098
5699,8/3/2011,18200,7099
5700,8/14/2014,18400,7100
5701,11/23/2012,18600,7101
5702,11/24/2014,18800,7102
5703,8/29/2014,19000,7103
5704,7/18/2012,19200,7104
5705,9/16/2014,19400,7105
5706,8/5/2013,19600,7106
5707,4/28/2014,19800,7107
5708,11/27/2012,18000,7108
5709,9/29/2014,18200,7109
5710,4/15/2011,18400,7110
5711,11/14/2012,18600,7111
5712,2/5/2013,18800,7112
5713,2/11/2014,19000,7113
5714,10/21/2012,19200,7114
5715,7/30/2013,19400,7115
5716,10/18/2013,19600,7116
5717,6/21/2012,19800,7117
5718,6/24/2014,18000,7118
5719,3/18/2013,18200,7119
5720,11/25/2014,18400,7120
5721,1/13/2012,18600,7121
5722,11/11/2011,18800,7122
5723,11/21/2012,19000,7123
5724,4/29/2011,19200,7124
5725,2/7/2014,19400,7125
5726,7/21/2011,19600,7126
5727,7/23/2013,19800,7127
5728,9/7/2012,18000,7128
5729,7/30/2014,18200,7129
5730,12/28/2012,18400,7130
5731,7/16/2014,18600,7131
5732,11/27/2014,18800,7132
5733,6/7/2014,19000,7133
5734,10/16/2013,19200,7134
5735,5/31/2011,19400,7135
5736,5/4/2013,19600,7136
5737,11/9/2013,19800,7137
5738,6/13/2014,18000,7138
5739,7/27/2011,18200,7139
5740,9/24/2013,18400,7140
5741,4/10/2014,18600,7141
5742,11/12/2014,18800,7142
5743,9/30/2014,19000,7143
5744,12/11/2013,19200,7144
5745,2/28/2011,19400,7145
5746,10/4/2011,19600,7146
5747,6/19/2012,19800,7147
5748,9/17/2013,18000,7148
5749,10/14/2014,18200,7149
5750,5/27/2011,18400,7150
5751,9/27/2011,18600,7151
5752,8/26/2013,18800,7152
5753,12/18/2013,19000,7153
5754,9/3/2012,19200,7154
5755,6/28/2014,19400,7155
5756,8/15/2011,19600,7156
5757,8/4/2011,19800,7157
5758,12/12/2013,18000,7158
5759,1/19/2013,18200,7159
5760,11/12/2014,18400,7160
5761,8/10/2012,18600,7161
5762,5/16/2013,18800,7162
5763,2/19/2013,19000,7163
5764,10/26/2012,19200,7164
5765,12/27/2013,19400,7165
5766,2/24/2014,19600,7166
5767,7/5/2013,19800,7167
5768,6/21/2013,18000,7168
5769,9/22/2011,18200,7169
5770,11/11/2013,18400,7170
5771,8/14/2014,18600,7171
5772,12/22/2014,18800,7172
5773,12/24/2014,19000,7173
5774,4/18/2012,19200,7174
5775,8/25/2011,19400,7175
5776,11/5/2012,19600,7176
5777,9/19/2011,19800,7177
5778,6/17/2013,18000,7178
5779,3/26/2014,18200,7179
5780,11/1/2013,18400,7180
5781,11/3/2011,18600,7181
5782,3/1/2011,18800,7182
5783,12/1/2014,19000,7183
5784,12/30/2013,19200,7184
5785,11/2/2012,19400,7185
5786,6/5/2012,19600,7186
5787,1/16/2013,19800,7187
5788,6/24/2014,18000,7188
5789,7/15/2013,18200,7189
5790,12/16/2013,18400,7190
5791,11/27/2012,18600,7191
5792,12/9/2013,18800,7192
5793,5/27/2011,19000,7193
5794,2/17/2012,19200,7194
5795,2/16/2013,19400,7195
5796,6/1/2011,19600,7196
5797,10/20/2014,19800,7197
5798,4/14/2014,18000,7198
5799,4/15/2014,18200,7199
5800,6/19/2014,18400,7200
5801,3/22/2011,18600,7201
5802,1/9/2013,18800,7202
5803,7/31/2013,19000,7203
5804,3/16/2013,19200,7204
5805,6/30/2012,19400,7205
5806,11/1/2013,19600,7206
5807,2/3/2014,19800,7207
5808,5/24/2013,18000,7208
5809,8/13/2014,18200,7209
5810,11/7/2011,18400,7210
5811,8/25/2012,18600,7211
5812,12/18/2013,18800,7212
5813,8/22/2014,19000,7213
5814,3/2/2013,19200,7214
5815,3/2/2012,19400,7215
5816,6/9/2012,19600,7216
5817,10/31/2013,19800,7217
5818,3/23/2013,18000,7218
5819,9/6/2013,18200,7219
5820,5/10/2012,18400,7220
5821,6/15/2013,18600,7221
5822,7/5/2012,18800,7222
5823,6/5/2012,19000,7223
5824,3/14/2011,19200,7224
5825,5/9/2013,19400,7225
5826,12/25/2012,19600,7226
5827,12/16/2014,19800,7227
5828,12/20/2011,18000,7228
5829,7/11/2011,18200,7229
5830,6/18/2013,18400,7230
5831,9/5/2011,18600,7231
5832,5/10/2014,18800,7232
5833,1/2/2012,19000,7233
5834,12/17/2012,19200,7234
5835,6/24/2014,19400,7235
5836,4/7/2012,19600,7236
5837,12/25/2013,19800,7237
5838,3/18/2013,18000,7238
5839,12/5/2014,18200,7239
5840,6/6/2013,18400,7240
5841,9/25/2013,18600,7241
5842,11/1/2011,18800,7242
5843,8/14/2013,19000,7243
5844,3/28/2014,19200,7244
5845,6/18/2013,19400,7245
5846,11/25/2013,19600,7246
5847,2/12/2014,19800,7247
5848,5/8/2014,18000,7248
5849,9/17/2013,18200,7249
5850,8/30/2011,18400,7250
5851,6/5/2011,18600,7251
5852,7/30/2013,18800,7252
5853,11/2/2011,19000,7253
5854,2/5/2013,19200,7254
5855,2/26/2013,19400,7255
5856,8/9/2012,19600,7256
5857,3/21/2012,19800,7257
5858,12/17/2014,18000,7258
5859,11/11/2014,18200,7259
5860,9/29/2012,18400,7260
5861,5/25/2012,18600,7261
5862,8/21/2014,18800,7262
5863,9/26/2014,19000,7263
5864,9/20/2011,19200,7264
5865,10/7/2013,19400,7265
5866,5/15/2012,19600,7266
5867,4/23/2014,19800,7267
5868,5/16/2014,18000,7268
5869,11/29/2012,18200,7269
5870,6/3/2014,18400,7270
5871,9/23/2011,18600,7271
5872,7/30/2013,18800,7272
5873,8/9/2013,19000,7273
5874,11/19/2013,19200,7274
5875,3/4/2014,19400,7275
5876,10/25/2014,19600,7276
5877,6/20/2011,19800,7277
5878,5/7/2012,18000,7278
5879,8/19/2014,18200,7279
5880,8/7/2012,18400,7280
5881,4/11/2014,18600,7281
5882,4/25/2011,18800,7282
5883,6/6/2014,19000,7283
5884,12/20/2012,19200,7284
5885,4/12/2014,19400,7285
5886,12/24/2013,19600,7286
5887,12/6/2012,19800,7287
5888,1/30/2011,18000,7288
5889,8/1/2014,18200,7289
5890,3/14/2013,18400,7290
5891,2/7/2012,18600,7291
5892,12/2/2013,18800,7292
5893,9/19/2012,19000,7293
5894,12/28/2012,19200,7294
5895,5/10/2014,19400,7295
5896,3/20/2013,19600,7296
5897,3/9/2014,19800,7297
5898,12/18/2014,18000,7298
5899,5/19/2014,18200,7299
5900,2/18/2014,18400,7300
5901,6/8/2011,18600,7301
5902,9/12/2014,18800,7302
5903,1/30/2013,19000,7303
5904,9/27/2011,19200,7304
5905,12/31/2012,19400,7305
5906,1/20/2014,19600,7306
5907,11/22/2012,19800,7307
5908,8/16/2014,18000,7308
5909,11/13/2014,18200,7309
5910,10/13/2011,18400,7310
5911,12/24/2013,18600,7311
5912,7/30/2013,18800,7312
5913,12/13/2013,19000,7313
5914,7/30/2012,19200,7314
5915,11/26/2014,19400,7315
5916,8/31/2011,19600,7316
5917,5/31/2014,19800,7317
5918,12/18/2014,18000,7318
5919,6/18/2012,18200,7319
5920,11/14/2014,18400,7320
5921,4/11/2014,18600,7321
5922,5/31/2012,18800,7322
5923,11/16/2012,19000,7323
5924,1/17/2014,19200,7324
5925,1/3/2013,19400,7325
5926,9/11/2014,19600,7326
5927,9/23/2011,19800,7327
5928,2/5/2013,18000,7328
5929,5/27/2014,18200,7329
5930,3/14/2012,18400,7330
5931,11/30/2013,18600,7331
5932,10/26/2013,18800,7332
5933,10/8/2014,19000,7333
5934,8/28/2013,19200,7334
5935,7/12/2013,19400,7335
5936,10/20/2011,19600,7336
5937,10/7/2014,19800,7337
5938,7/23/2014,18000,7338
5939,12/1/2011,18200,7339
5940,3/5/2012,18400,7340
5941,5/22/2012,18600,7341
5942,6/2/2011,18800,7342
5943,8/2/2011,19000,7343
5944,8/7/2012,19200,7344
5945,7/16/2012,19400,7345
5946,4/4/2012,19600,7346
5947,11/19/2013,19800,7347
5948,3/23/2011,18000,7348
5949,10/15/2011,18200,7349
5950,9/25/2014,18400,7350
5951,1/7/2011,18600,7351
5952,12/9/2012,18800,7352
5953,9/26/2012,19000,7353
5954,5/22/2014,19200,7354
5955,9/3/2013,19400,7355
5956,1/20/2012,19600,7356
5957,10/7/2011,19800,7357
5958,1/8/2013,18000,7358
5959,12/3/2012,18200,7359
5960,12/7/2012,18400,7360
5961,6/27/2012,18600,7361
5962,11/22/2012,18800,7362
5963,7/17/2013,19000,7363
5964,8/4/2014,19200,7364
5965,10/9/2014,19400,7365
5966,7/15/2013,19600,7366
5967,11/9/2012,19800,7367
5968,3/13/2014,18000,7368
5969,11/16/2013,18200,7369
5970,4/25/2014,18400,7370
5971,11/1/2014,18600,7371
5972,9/25/2012,18800,7372
5973,6/22/2012,19000,7373
5974,8/6/2012,19200,7374
5975,12/21/2012,19400,7375
5976,10/4/2012,19600,7376
5977,10/5/2013,19800,7377
5978,12/17/2011,18000,7378
5979,4/24/2013,18200,7379
5980,1/3/2013,18400,7380
5981,10/7/2014,18600,7381
5982,4/26/2013,18800,7382
5983,9/8/2011,19000,7383
5984,6/11/2013,19200,7384
5985,4/21/2012,19400,7385
5986,9/5/2013,19600,7386
5987,11/7/2013,19800,7387
5988,7/26/2012,18000,7388
5989,4/12/2012,18200,7389
5990,4/9/2013,18400,7390
5991,3/16/2013,18600,7391
5992,9/8/2012,18800,7392
5993,6/12/2013,19000,7393
5994,11/30/2012,19200,7394
5995,7/18/2011,19400,7395
5996,8/22/2014,19600,7396
5997,3/31/2011,19800,7397
5998,7/11/2011,18000,7398
5999,1/2/2012,18200,7399
6000,7/25/2011,18400,7400
6001,6/25/2012,18600,7401
6002,6/27/2014,18800,7402
6003,5/8/2012,19000,7403
6004,8/14/2014,19200,7404
6005,5/24/2012,19400,7405
6006,8/25/2014,19600,7406
6007,9/3/2014,19800,7407
6008,10/7/2011,18000,7408
6009,11/11/2013,18200,7409
6010,10/13/2014,18400,7410
6011,12/11/2014,18600,7411
6012,8/7/2014,18800,7412
6013,9/11/2014,19000,7413
6014,11/15/2013,19200,7414
6015,12/29/2011,19400,7415
6016,8/30/2011,19600,7416
6017,11/5/2012,19800,7417
6018,6/9/2011,18000,7418
6019,3/24/2014,18200,7419
6020,8/10/2011,18400,7420
6021,11/20/2012,18600,7421
6022,4/1/2014,18800,7422
6023,2/18/2014,19000,7423
6024,8/4/2014,19200,7424
6025,2/20/2012,19400,7425
6026,12/18/2013,19600,7426
6027,8/16/2014,19800,7427
6028,1/3/2013,18000,7428
6029,11/6/2012,18200,7429
6030,1/9/2012,18400,7430
6031,10/28/2014,18600,7431
6032,3/25/2014,18800,7432
6033,9/14/2012,19000,7433
6034,3/31/2014,19200,7434
6035,10/17/2014,19400,7435
6036,6/14/2013,19600,7436
6037,4/26/2011,19800,7437
6038,3/21/2011,18000,7438
6039,6/18/2014,18200,7439
6040,12/28/2012,18400,7440
6041,7/9/2014,18600,7441
6042,2/19/2013,18800,7442
6043,3/29/2012,19000,7443
6044,2/10/2014,19200,7444
6045,12/10/2012,19400,7445
6046,10/23/2012,19600,7446
6047,6/20/2014,19800,7447
6048,12/27/2014,18000,7448
6049,2/6/2013,18200,7449
6050,6/10/2014,18400,7450
6051,3/27/2013,18600,7451
6052,10/27/2011,18800,7452
6053,9/2/2011,19000,7453
6054,4/14/2014,19200,7454
6055,12/7/2011,19400,7455
6056,2/7/2014,19600,7456
6057,2/25/2013,19800,7457
6058,8/6/2013,18000,7458
6059,5/15/2014,18200,7459
6060,4/13/2012,18400,7460
6061,6/9/2012,18600,7461
6062,6/13/2014,18800,7462
6063,10/10/2012,19000,7463
6064,11/7/2012,19200,7464
6065,11/5/2011,19400,7465
6066,8/19/2013,19600,7466
6067,9/17/2013,19800,7467
6068,7/18/2013,18000,7468
6069,7/17/2013,18200,7469
6070,6/2/2011,18400,7470
6071,7/19/2013,18600,7471
6072,3/9/2013,18800,7472
6073,8/23/2014,19000,7473
6074,11/26/2014,19200,7474
6075,8/27/2014,19400,7475
6076,6/20/2013,19600,7476
6077,10/29/2013,19800,7477
6078,6/15/2012,18000,7478
6079,4/7/2013,18200,7479
6080,9/13/2012,18400,7480
6081,3/25/2014,18600,7481
6082,9/3/2012,18800,7482
6083,8/20/2013,19000,7483
6084,10/23/2014,19200,7484
6085,6/16/2014,19400,7485
6086,3/17/2014,19600,7486
6087,7/26/2011,19800,7487
6088,11/20/2014,18000,7488
6089,10/24/2014,18200,7489
6090,6/26/2012,18400,7490
6091,4/8/2014,18600,7491
6092,11/1/2013,18800,7492
6093,8/5/2012,19000,7493
6094,11/22/2014,19200,7494
6095,8/22/2013,19400,7495
6096,9/4/2012,19600,7496
6097,3/1/2013,19800,7497
6098,9/28/2012,18000,7498
6099,5/2/2011,18200,7499
6100,12/29/2014,18400,7500
6101,11/26/2014,18600,7501
6102,8/29/2014,18800,7502
6103,2/10/2011,19000,7503
6104,11/4/2011,19200,7504
6105,10/24/2014,19400,7505
6106,6/18/2013,19600,7506
6107,1/1/2013,19800,7507
6108,12/16/2011,18000,7508
6109,8/25/2014,18200,7509
6110,8/24/2012,18400,7510
6111,4/16/2012,18600,7511
6112,9/16/2013,18800,7512
6113,2/28/2011,19000,7513
6114,6/7/2012,19200,7514
6115,10/10/2011,19400,7515
6116,3/1/2011,19600,7516
6117,11/23/2012,19800,7517
6118,2/15/2011,18000,7518
6119,5/27/2014,18200,7519
6120,5/28/2014,18400,7520
6121,11/28/2013,18600,7521
6122,9/3/2013,18800,7522
6123,7/12/2013,19000,7523
6124,12/3/2013,19200,7524
6125,8/25/2014,19400,7525
6126,4/30/2012,19600,7526
6127,9/26/2013,19800,7527
6128,9/1/2012,18000,7528
6129,11/25/2013,18200,7529
6130,3/10/2014,18400,7530
6131,10/31/2014,18600,7531
6132,9/10/2012,18800,7532
6133,8/7/2014,19000,7533
6134,10/26/2011,19200,7534
6135,5/12/2014,19400,7535
6136,9/11/2014,19600,7536
6137,4/6/2014,19800,7537
6138,6/18/2014,18000,7538
6139,5/31/2012,18200,7539
6140,11/13/2012,18400,7540
6141,4/15/2013,18600,7541
6142,8/16/2012,18800,7542
6143,10/16/2013,19000,7543
6144,12/26/2011,19200,7544
6145,9/20/2011,19400,7545
6146,4/10/2013,19600,7546
6147,7/25/2014,19800,7547
6148,5/31/2012,18000,7548
6149,11/10/2012,18200,7549
6150,11/4/2013,18400,7550
6151,8/16/2011,18600,7551
6152,4/11/2012,18800,7552
6153,7/20/2012,19000,7553
6154,10/9/2012,19200,7554
6155,4/2/2013,19400,7555
6156,12/17/2012,19600,7556
6157,6/29/2012,19800,7557
6158,6/5/2013,18000,7558
6159,4/2/2013,18200,7559
6160,7/16/2011,18400,7560
6161,8/26/2014,18600,7561
6162,8/13/2014,18800,7562
6163,3/28/2011,19000,7563
6164,3/14/2011,19200,7564
6165,11/3/2011,19400,7565
6166,11/18/2014,19600,7566
6167,2/2/2012,19800,7567
6168,12/1/2011,18000,7568
6169,9/13/2012,18200,7569
6170,12/3/2011,18400,7570
6171,9/25/2014,18600,7571
6172,6/25/2013,18800,7572
6173,6/24/2014,19000,7573
6174,11/18/2014,19200,7574
6175,3/21/2012,19400,7575
6176,8/16/2014,19600,7576
6177,6/15/2011,19800,7577
6178,9/12/2013,18000,7578
6179,8/15/2011,18200,7579
6180,6/18/2012,18400,7580
6181,8/14/2012,18600,7581
6182,10/9/2014,18800,7582
6183,8/14/2014,19000,7583
6184,9/27/2011,19200,7584
6185,8/14/2013,19400,7585
6186,3/4/2013,19600,7586
6187,7/20/2012,19800,7587
6188,3/16/2011,18000,7588
6189,5/27/2013,18200,7589
6190,7/10/2014,18400,7590
6191,9/22/2014,18600,7591
6192,3/14/2012,18800,7592
6193,4/2/2012,19000,7593
6194,6/16/2011,19200,7594
6195,12/3/2014,19400,7595
6196,11/3/2014,19600,7596
6197,7/27/2011,19800,7597
6198,10/14/2013,18000,7598
6199,1/26/2014,18200,7599
