CardRefundID,RefundDate,Amount,ReturnOrderID
CR4889,12/23/2011,18196,9889
CR4890,6/15/2013,18396,9890
CR4891,3/2/2012,18596,9891
CR4892,6/24/2012,18796,9892
CR4893,2/26/2013,18996,9893
CR4894,3/30/2012,19196,9894
CR4895,8/9/2013,19396,9895
CR4896,7/6/2011,19596,9896
CR4897,5/26/2011,19796,9897
CR4898,1/18/2011,17996,9898
CR4899,4/10/2013,18196,9899
CR4900,8/2/2013,18396,9900
CR4901,8/17/2013,18596,9901
CR4902,6/22/2014,18796,9902
CR4903,10/28/2014,18996,9903
CR4904,12/13/2011,19196,9904
CR4905,4/4/2012,19396,9905
CR4906,10/17/2014,19596,9906
CR4907,6/14/2014,19796,9907
CR4908,8/22/2014,17996,9908
CR4909,11/29/2012,18196,9909
CR4910,3/13/2012,18396,9910
CR4911,10/20/2011,18596,9911
CR4912,9/24/2011,18796,9912
CR4913,9/12/2012,18996,9913
CR4914,11/16/2012,19196,9914
CR4915,1/8/2013,19396,9915
CR4916,9/13/2013,19596,9916
CR4917,8/20/2013,19796,9917
CR4918,12/24/2011,17996,9918
CR4919,4/2/2013,18196,9919
CR4920,7/29/2014,18396,9920
CR4921,11/17/2013,18596,9921
CR4922,5/15/2013,18796,9922
CR4923,9/11/2012,18996,9923
CR4924,4/10/2013,19196,9924
CR4925,1/1/2013,19396,9925
CR4926,8/12/2014,19596,9926
CR4927,11/5/2014,19796,9927
CR4928,3/6/2013,17996,9928
CR4929,6/5/2013,18196,9929
CR4930,1/28/2014,18396,9930
CR4931,4/2/2013,18596,9931
CR4932,1/23/2014,18796,9932
CR4933,11/23/2011,18996,9933
CR4934,9/5/2014,19196,9934
CR4935,12/31/2011,19396,9935
CR4936,8/22/2013,19596,9936
CR4937,6/20/2012,19796,9937
CR4938,9/1/2012,17996,9938
CR4939,11/22/2014,18196,9939
CR4940,12/29/2012,18396,9940
CR4941,4/21/2012,18596,9941
CR4942,11/10/2011,18796,9942
CR4943,5/21/2014,18996,9943
CR4944,5/3/2014,19196,9944
CR4945,3/7/2013,19396,9945
CR4946,2/20/2014,19596,9946
CR4947,4/24/2013,19796,9947
CR4948,10/1/2014,17996,9948
CR4949,12/19/2014,18196,9949
CR4950,3/13/2012,18396,9950
CR4951,7/19/2012,18596,9951
CR4952,9/16/2014,18796,9952
CR4953,8/14/2014,18996,9953
CR4954,12/16/2011,19196,9954
CR4955,12/29/2012,19396,9955
CR4956,12/6/2014,19596,9956
CR4957,8/2/2012,19796,9957
CR4958,7/24/2013,17996,9958
CR4959,1/25/2014,18196,9959
CR4960,8/26/2011,18396,9960
CR4961,6/19/2013,18596,9961
CR4962,4/21/2012,18796,9962
CR4963,8/25/2012,18996,9963
CR4964,8/31/2011,19196,9964
CR4965,12/20/2014,19396,9965
CR4966,10/14/2012,19596,9966
CR4967,9/29/2013,19796,9967
CR4968,6/20/2014,17996,9968
CR4969,10/21/2014,18196,9969
CR4970,12/1/2011,18396,9970
CR4971,11/9/2011,18596,9971
CR4972,12/18/2014,18796,9972
CR4973,1/27/2012,18996,9973
CR4974,5/24/2012,19196,9974
CR4975,12/23/2014,19396,9975
CR4976,9/30/2012,19596,9976
CR4977,12/8/2012,19796,9977
CR4978,10/28/2014,17996,9978
CR4979,12/17/2011,18196,9979
CR4980,2/5/2013,18396,9980
CR4981,10/13/2012,18596,9981
CR4982,4/5/2014,18796,9982
CR4983,5/5/2014,18996,9983
CR4984,9/5/2014,19196,9984
CR4985,9/13/2012,19396,9985
CR4986,9/3/2014,19596,9986
CR4987,11/23/2013,19796,9987
CR4988,2/10/2011,17996,9988
CR4989,8/16/2012,18196,9989
CR4990,11/18/2011,18396,9990
CR4991,12/2/2011,18596,9991
CR4992,6/30/2012,18796,9992
CR4993,4/27/2014,18996,9993
CR4994,6/17/2014,19196,9994
CR4995,12/3/2011,19396,9995
CR4996,10/24/2011,19596,9996
CR4997,12/14/2013,19796,9997
CR4998,5/2/2012,17996,9998
CR4999,6/9/2011,18196,9999
CR5000,6/20/2013,18396,10000
CR5001,9/4/2014,18596,10001
CR5002,11/23/2014,18796,10002
CR5003,9/17/2014,18996,10003
CR5004,11/16/2012,19196,10004
CR5005,7/5/2014,19396,10005
CR5006,5/25/2013,19596,10006
CR5007,5/2/2012,19796,10007
CR5008,4/11/2013,17996,10008
CR5009,4/16/2011,18196,10009
CR5010,11/13/2013,18396,10010
CR5011,8/10/2013,18596,10011
CR5012,6/14/2013,18796,10012
CR5013,10/13/2013,18996,10013
CR5014,11/20/2014,19196,10014
CR5015,7/2/2014,19396,10015
CR5016,7/8/2014,19596,10016
CR5017,9/21/2012,19796,10017
CR5018,10/1/2011,17996,10018
CR5019,12/28/2012,18196,10019
CR5020,5/18/2013,18396,10020
CR5021,2/23/2012,18596,10021
CR5022,4/11/2014,18796,10022
CR5023,6/4/2011,18996,10023
CR5024,8/30/2013,19196,10024
CR5025,2/15/2014,19396,10025
CR5026,6/20/2014,19596,10026
CR5027,9/20/2014,19796,10027
CR5028,4/24/2014,17996,10028
CR5029,12/7/2012,18196,10029
CR5030,10/31/2014,18396,10030
CR5031,11/30/2014,18596,10031
CR5032,10/18/2012,18796,10032
CR5033,9/6/2012,18996,10033
CR5034,9/13/2014,19196,10034
CR5035,8/24/2013,19396,10035
CR5036,11/29/2012,19596,10036
CR5037,5/23/2013,19796,10037
CR5038,5/2/2014,17996,10038
CR5039,10/19/2013,18196,10039
CR5040,7/8/2011,18396,10040
CR5041,7/30/2013,18596,10041
CR5042,12/22/2011,18796,10042
CR5043,12/18/2011,18996,10043
CR5044,2/1/2011,19196,10044
CR5045,11/16/2014,19396,10045
CR5046,2/12/2011,19596,10046
CR5047,11/13/2014,19796,10047
CR5048,11/18/2012,17996,10048
CR5049,10/2/2012,18196,10049
CR5050,12/24/2011,18396,10050
CR5051,12/21/2014,18596,10051
CR5052,7/5/2013,18796,10052
CR5053,11/20/2011,18996,10053
CR5054,11/27/2013,19196,10054
CR5055,8/31/2014,19396,10055
CR5056,12/26/2012,19596,10056
CR5057,6/19/2013,19796,10057
CR5058,10/27/2012,17996,10058
CR5059,8/20/2014,18196,10059
CR5060,6/1/2011,18396,10060
CR5061,12/24/2014,18596,10061
CR5062,9/28/2013,18796,10062
CR5063,11/12/2014,18996,10063
CR5064,12/6/2013,19196,10064
CR5065,4/18/2014,19396,10065
CR5066,7/10/2013,19596,10066
CR5067,10/8/2014,19796,10067
CR5068,9/20/2014,17996,10068
CR5069,4/3/2014,18196,10069
CR5070,10/11/2012,18396,10070
CR5071,3/9/2011,18596,10071
CR5072,4/3/2012,18796,10072
CR5073,10/30/2013,18996,10073
CR5074,10/19/2012,19196,10074
CR5075,8/25/2013,19396,10075
CR5076,6/20/2013,19596,10076
CR5077,10/29/2011,19796,10077
CR5078,1/2/2014,17996,10078
CR5079,3/21/2013,18196,10079
CR5080,6/14/2012,18396,10080
CR5081,6/26/2013,18596,10081
CR5082,6/29/2013,18796,10082
CR5083,9/23/2011,18996,10083
CR5084,6/23/2013,19196,10084
CR5085,7/11/2014,19396,10085
CR5086,4/16/2014,19596,10086
CR5087,1/16/2011,19796,10087
CR5088,2/8/2014,17996,10088
CR5089,6/16/2012,18196,10089
CR5090,8/1/2012,18396,10090
CR5091,7/14/2011,18596,10091
CR5092,5/12/2012,18796,10092
CR5093,7/18/2013,18996,10093
CR5094,6/17/2014,19196,10094
CR5095,7/12/2012,19396,10095
CR5096,12/23/2012,19596,10096
CR5097,9/12/2013,19796,10097
CR5098,12/19/2014,17996,10098
CR5099,8/11/2011,18196,10099
CR5100,8/22/2014,18396,10100
CR5101,12/1/2012,18596,10101
CR5102,12/2/2014,18796,10102
CR5103,9/6/2014,18996,10103
CR5104,7/26/2012,19196,10104
CR5105,9/24/2014,19396,10105
CR5106,8/13/2013,19596,10106
CR5107,5/6/2014,19796,10107
CR5108,12/5/2012,17996,10108
CR5109,10/7/2014,18196,10109
CR5110,4/23/2011,18396,10110
CR5111,11/22/2012,18596,10111
CR5112,2/13/2013,18796,10112
CR5113,2/19/2014,18996,10113
CR5114,10/29/2012,19196,10114
CR5115,8/7/2013,19396,10115
CR5116,10/26/2013,19596,10116
CR5117,6/29/2012,19796,10117
CR5118,7/2/2014,17996,10118
CR5119,3/26/2013,18196,10119
CR5120,12/3/2014,18396,10120
CR5121,1/21/2012,18596,10121
CR5122,11/19/2011,18796,10122
CR5123,11/29/2012,18996,10123
CR5124,5/7/2011,19196,10124
CR5125,2/15/2014,19396,10125
CR5126,7/29/2011,19596,10126
CR5127,7/31/2013,19796,10127
CR5128,9/15/2012,17996,10128
CR5129,8/7/2014,18196,10129
CR5130,1/5/2013,18396,10130
CR5131,7/24/2014,18596,10131
CR5132,12/5/2014,18796,10132
CR5133,6/15/2014,18996,10133
CR5134,10/24/2013,19196,10134
CR5135,6/8/2011,19396,10135
CR5136,5/12/2013,19596,10136
CR5137,11/17/2013,19796,10137
CR5138,6/21/2014,17996,10138
CR5139,8/4/2011,18196,10139
CR5140,10/2/2013,18396,10140
CR5141,4/18/2014,18596,10141
CR5142,11/20/2014,18796,10142
CR5143,10/8/2014,18996,10143
CR5144,12/19/2013,19196,10144
CR5145,3/8/2011,19396,10145
CR5146,10/12/2011,19596,10146
CR5147,6/27/2012,19796,10147
CR5148,9/25/2013,17996,10148
CR5149,10/22/2014,18196,10149
CR5150,6/4/2011,18396,10150
CR5151,10/5/2011,18596,10151
CR5152,9/3/2013,18796,10152
CR5153,12/26/2013,18996,10153
CR5154,9/11/2012,19196,10154
CR5155,7/6/2014,19396,10155
CR5156,8/23/2011,19596,10156
CR5157,8/12/2011,19796,10157
CR5158,12/20/2013,17996,10158
CR5159,1/27/2013,18196,10159
CR5160,11/20/2014,18396,10160
CR5161,8/18/2012,18596,10161
CR5162,5/24/2013,18796,10162
CR5163,2/27/2013,18996,10163
CR5164,11/3/2012,19196,10164
CR5165,1/4/2014,19396,10165
CR5166,3/4/2014,19596,10166
CR5167,7/13/2013,19796,10167
CR5168,6/29/2013,17996,10168
CR5169,9/30/2011,18196,10169
CR5170,11/19/2013,18396,10170
CR5171,8/22/2014,18596,10171
CR5172,12/30/2014,18796,10172
CR5173,1/1/2015,18996,10173
CR5174,4/26/2012,19196,10174
CR5175,9/2/2011,19396,10175
CR5176,11/13/2012,19596,10176
CR5177,9/27/2011,19796,10177
CR5178,6/25/2013,17996,10178
CR5179,4/3/2014,18196,10179
CR5180,11/9/2013,18396,10180
CR5181,11/11/2011,18596,10181
CR5182,3/9/2011,18796,10182
CR5183,12/9/2014,18996,10183
CR5184,1/7/2014,19196,10184
CR5185,11/10/2012,19396,10185
CR5186,6/13/2012,19596,10186
CR5187,1/24/2013,19796,10187
CR5188,7/2/2014,17996,10188
CR5189,7/23/2013,18196,10189
CR5190,12/24/2013,18396,10190
CR5191,12/5/2012,18596,10191
CR5192,12/17/2013,18796,10192
CR5193,6/4/2011,18996,10193
CR5194,2/25/2012,19196,10194
CR5195,2/24/2013,19396,10195
CR5196,6/9/2011,19596,10196
CR5197,10/28/2014,19796,10197
CR5198,4/22/2014,17996,10198
CR5199,4/23/2014,18196,10199
CR5200,6/27/2014,18396,10200
CR5201,3/30/2011,18596,10201
CR5202,1/17/2013,18796,10202
CR5203,8/8/2013,18996,10203
CR5204,3/24/2013,19196,10204
CR5205,7/8/2012,19396,10205
CR5206,11/9/2013,19596,10206
CR5207,2/11/2014,19796,10207
CR5208,6/1/2013,17996,10208
CR5209,8/21/2014,18196,10209
CR5210,11/15/2011,18396,10210
CR5211,9/2/2012,18596,10211
CR5212,12/26/2013,18796,10212
CR5213,8/30/2014,18996,10213
CR5214,3/10/2013,19196,10214
CR5215,3/10/2012,19396,10215
CR5216,6/17/2012,19596,10216
CR5217,11/8/2013,19796,10217
CR5218,3/31/2013,17996,10218
CR5219,9/14/2013,18196,10219
CR5220,5/18/2012,18396,10220
CR5221,6/23/2013,18596,10221
CR5222,7/13/2012,18796,10222
CR5223,6/13/2012,18996,10223
CR5224,3/22/2011,19196,10224
CR5225,5/17/2013,19396,10225
CR5226,1/2/2013,19596,10226
CR5227,12/24/2014,19796,10227
CR5228,12/28/2011,17996,10228
CR5229,7/19/2011,18196,10229
CR5230,6/26/2013,18396,10230
CR5231,9/13/2011,18596,10231
CR5232,5/18/2014,18796,10232
CR5233,1/10/2012,18996,10233
CR5234,12/25/2012,19196,10234
CR5235,7/2/2014,19396,10235
CR5236,4/15/2012,19596,10236
CR5237,1/2/2014,19796,10237
CR5238,3/26/2013,17996,10238
CR5239,12/13/2014,18196,10239
CR5240,6/14/2013,18396,10240
CR5241,10/3/2013,18596,10241
CR5242,11/9/2011,18796,10242
CR5243,8/22/2013,18996,10243
CR5244,4/5/2014,19196,10244
CR5245,6/26/2013,19396,10245
CR5246,12/3/2013,19596,10246
CR5247,2/20/2014,19796,10247
CR5248,5/16/2014,17996,10248
CR5249,9/25/2013,18196,10249
CR5250,9/7/2011,18396,10250
CR5251,6/13/2011,18596,10251
CR5252,8/7/2013,18796,10252
CR5253,11/10/2011,18996,10253
CR5254,2/13/2013,19196,10254
CR5255,3/6/2013,19396,10255
CR5256,8/17/2012,19596,10256
CR5257,3/29/2012,19796,10257
CR5258,12/25/2014,17996,10258
CR5259,11/19/2014,18196,10259
CR5260,10/7/2012,18396,10260
CR5261,6/2/2012,18596,10261
CR5262,8/29/2014,18796,10262
CR5263,10/4/2014,18996,10263
CR5264,9/28/2011,19196,10264
CR5265,10/15/2013,19396,10265
CR5266,5/23/2012,19596,10266
CR5267,5/1/2014,19796,10267
CR5268,5/24/2014,17996,10268
CR5269,12/7/2012,18196,10269
CR5270,6/11/2014,18396,10270
CR5271,10/1/2011,18596,10271
CR5272,8/7/2013,18796,10272
CR5273,8/17/2013,18996,10273
CR5274,11/27/2013,19196,10274
CR5275,3/12/2014,19396,10275
CR5276,11/2/2014,19596,10276
CR5277,6/28/2011,19796,10277
CR5278,5/15/2012,17996,10278
CR5279,8/27/2014,18196,10279
CR5280,8/15/2012,18396,10280
CR5281,4/19/2014,18596,10281
CR5282,5/3/2011,18796,10282
CR5283,6/14/2014,18996,10283
CR5284,12/28/2012,19196,10284
CR5285,4/20/2014,19396,10285
CR5286,1/1/2014,19596,10286
CR5287,12/14/2012,19796,10287
CR5288,2/7/2011,17996,10288
CR5289,8/9/2014,18196,10289
CR5290,3/22/2013,18396,10290
CR5291,2/15/2012,18596,10291
CR5292,12/10/2013,18796,10292
CR5293,9/27/2012,18996,10293
CR5294,1/5/2013,19196,10294
CR5295,5/18/2014,19396,10295
CR5296,3/28/2013,19596,10296
CR5297,3/17/2014,19796,10297
CR5298,12/26/2014,17996,10298
CR5299,5/27/2014,18196,10299
CR5300,2/26/2014,18396,10300
CR5301,6/16/2011,18596,10301
CR5302,9/20/2014,18796,10302
CR5303,2/7/2013,18996,10303
CR5304,10/5/2011,19196,10304
CR5305,1/8/2013,19396,10305
CR5306,1/28/2014,19596,10306
CR5307,11/30/2012,19796,10307
CR5308,8/24/2014,17996,10308
CR5309,11/21/2014,18196,10309
CR5310,10/21/2011,18396,10310
CR5311,1/1/2014,18596,10311
CR5312,8/7/2013,18796,10312
CR5313,12/21/2013,18996,10313
CR5314,8/7/2012,19196,10314
CR5315,12/4/2014,19396,10315
CR5316,9/8/2011,19596,10316
CR5317,6/8/2014,19796,10317
CR5318,12/26/2014,17996,10318
CR5319,6/26/2012,18196,10319
CR5320,11/22/2014,18396,10320
CR5321,4/19/2014,18596,10321
CR5322,6/8/2012,18796,10322
CR5323,11/24/2012,18996,10323
CR5324,1/25/2014,19196,10324
CR5325,1/11/2013,19396,10325
CR5326,9/19/2014,19596,10326
CR5327,10/1/2011,19796,10327
CR5328,2/13/2013,17996,10328
CR5329,6/4/2014,18196,10329
CR5330,3/22/2012,18396,10330
CR5331,12/8/2013,18596,10331
CR5332,11/3/2013,18796,10332
CR5333,10/16/2014,18996,10333
CR5334,9/5/2013,19196,10334
CR5335,7/20/2013,19396,10335
CR5336,10/28/2011,19596,10336
CR5337,10/15/2014,19796,10337
CR5338,7/31/2014,17996,10338
CR5339,12/9/2011,18196,10339
CR5340,3/13/2012,18396,10340
CR5341,5/30/2012,18596,10341
CR5342,6/10/2011,18796,10342
CR5343,8/10/2011,18996,10343
CR5344,8/15/2012,19196,10344
CR5345,7/24/2012,19396,10345
CR5346,4/12/2012,19596,10346
CR5347,11/27/2013,19796,10347
CR5348,3/31/2011,17996,10348
CR5349,10/23/2011,18196,10349
CR5350,10/3/2014,18396,10350
CR5351,1/15/2011,18596,10351
CR5352,12/17/2012,18796,10352
CR5353,10/4/2012,18996,10353
CR5354,5/30/2014,19196,10354
CR5355,9/11/2013,19396,10355
CR5356,1/28/2012,19596,10356
CR5357,10/15/2011,19796,10357
CR5358,1/16/2013,17996,10358
CR5359,12/11/2012,18196,10359
CR5360,12/15/2012,18396,10360
CR5361,7/5/2012,18596,10361
CR5362,11/30/2012,18796,10362
CR5363,7/25/2013,18996,10363
CR5364,8/12/2014,19196,10364
CR5365,10/17/2014,19396,10365
CR5366,7/23/2013,19596,10366
CR5367,11/17/2012,19796,10367
CR5368,3/21/2014,17996,10368
CR5369,11/24/2013,18196,10369
CR5370,5/3/2014,18396,10370
CR5371,11/9/2014,18596,10371
CR5372,10/3/2012,18796,10372
CR5373,6/30/2012,18996,10373
CR5374,8/14/2012,19196,10374
CR5375,12/29/2012,19396,10375
CR5376,10/12/2012,19596,10376
CR5377,10/13/2013,19796,10377
CR5378,12/25/2011,17996,10378
CR5379,5/2/2013,18196,10379
CR5380,1/11/2013,18396,10380
CR5381,10/15/2014,18596,10381
CR5382,5/4/2013,18796,10382
CR5383,9/16/2011,18996,10383
CR5384,6/19/2013,19196,10384
CR5385,4/29/2012,19396,10385
CR5386,9/13/2013,19596,10386
CR5387,11/15/2013,19796,10387
CR5388,8/3/2012,17996,10388
CR5389,4/20/2012,18196,10389
CR5390,4/17/2013,18396,10390
CR5391,3/24/2013,18596,10391
CR5392,9/16/2012,18796,10392
CR5393,6/20/2013,18996,10393
CR5394,12/8/2012,19196,10394
CR5395,7/26/2011,19396,10395
CR5396,8/30/2014,19596,10396
CR5397,4/8/2011,19796,10397
CR5398,7/19/2011,17996,10398
CR5399,1/10/2012,18196,10399
CR5400,8/2/2011,18396,10400
CR5401,7/3/2012,18596,10401
CR5402,7/5/2014,18796,10402
CR5403,5/16/2012,18996,10403
CR5404,8/22/2014,19196,10404
CR5405,6/1/2012,19396,10405
CR5406,9/2/2014,19596,10406
CR5407,9/11/2014,19796,10407
CR5408,10/15/2011,17996,10408
CR5409,11/19/2013,18196,10409
CR5410,10/21/2014,18396,10410
CR5411,12/19/2014,18596,10411
CR5412,8/15/2014,18796,10412
CR5413,9/19/2014,18996,10413
CR5414,11/23/2013,19196,10414
CR5415,1/6/2012,19396,10415
CR5416,9/7/2011,19596,10416
CR5417,11/13/2012,19796,10417
CR5418,6/17/2011,17996,10418
CR5419,4/1/2014,18196,10419
CR5420,8/18/2011,18396,10420
CR5421,11/28/2012,18596,10421
CR5422,4/9/2014,18796,10422
CR5423,2/26/2014,18996,10423
CR5424,8/12/2014,19196,10424
CR5425,2/28/2012,19396,10425
CR5426,12/26/2013,19596,10426
CR5427,8/24/2014,19796,10427
CR5428,1/11/2013,17996,10428
CR5429,11/14/2012,18196,10429
CR5430,1/17/2012,18396,10430
CR5431,11/5/2014,18596,10431
CR5432,4/2/2014,18796,10432
CR5433,9/22/2012,18996,10433
CR5434,4/8/2014,19196,10434
CR5435,10/25/2014,19396,10435
CR5436,6/22/2013,19596,10436
CR5437,5/4/2011,19796,10437
CR5438,3/29/2011,17996,10438
CR5439,6/26/2014,18196,10439
CR5440,1/5/2013,18396,10440
CR5441,7/17/2014,18596,10441
CR5442,2/27/2013,18796,10442
CR5443,4/6/2012,18996,10443
CR5444,2/18/2014,19196,10444
CR5445,12/18/2012,19396,10445
CR5446,10/31/2012,19596,10446
CR5447,6/28/2014,19796,10447
CR5448,1/4/2015,17996,10448
CR5449,2/14/2013,18196,10449
CR5450,6/18/2014,18396,10450
CR5451,4/4/2013,18596,10451
CR5452,11/4/2011,18796,10452
CR5453,9/10/2011,18996,10453
CR5454,4/22/2014,19196,10454
CR5455,12/15/2011,19396,10455
CR5456,2/15/2014,19596,10456
CR5457,3/5/2013,19796,10457
CR5458,8/14/2013,17996,10458
CR5459,5/23/2014,18196,10459
CR5460,4/21/2012,18396,10460
CR5461,6/17/2012,18596,10461
CR5462,6/21/2014,18796,10462
CR5463,10/18/2012,18996,10463
CR5464,11/15/2012,19196,10464
CR5465,11/13/2011,19396,10465
CR5466,8/27/2013,19596,10466
CR5467,9/25/2013,19796,10467
CR5468,7/26/2013,17996,10468
CR5469,7/25/2013,18196,10469
CR5470,6/10/2011,18396,10470
CR5471,7/27/2013,18596,10471
CR5472,3/17/2013,18796,10472
CR5473,8/31/2014,18996,10473
CR5474,12/4/2014,19196,10474
CR5475,9/4/2014,19396,10475
CR5476,6/28/2013,19596,10476
CR5477,11/6/2013,19796,10477
CR5478,6/23/2012,17996,10478
CR5479,4/15/2013,18196,10479
CR5480,9/21/2012,18396,10480
CR5481,4/2/2014,18596,10481
CR5482,9/11/2012,18796,10482
CR5483,8/28/2013,18996,10483
CR5484,10/31/2014,19196,10484
CR5485,6/24/2014,19396,10485
CR5486,3/25/2014,19596,10486
CR5487,8/3/2011,19796,10487
CR5488,11/28/2014,17996,10488
CR5489,11/1/2014,18196,10489
CR5490,7/4/2012,18396,10490
CR5491,4/16/2014,18596,10491
CR5492,11/9/2013,18796,10492
CR5493,8/13/2012,18996,10493
CR5494,11/30/2014,19196,10494
CR5495,8/30/2013,19396,10495
CR5496,9/12/2012,19596,10496
CR5497,3/9/2013,19796,10497
CR5498,10/6/2012,17996,10498
CR5499,5/10/2011,18196,10499
CR5500,1/6/2015,18396,10500
CR5501,12/4/2014,18596,10501
CR5502,9/6/2014,18796,10502
CR5503,2/18/2011,18996,10503
CR5504,11/12/2011,19196,10504
CR5505,11/1/2014,19396,10505
CR5506,6/26/2013,19596,10506
CR5507,1/9/2013,19796,10507
CR5508,12/24/2011,17996,10508
CR5509,9/2/2014,18196,10509
CR5510,9/1/2012,18396,10510
CR5511,4/24/2012,18596,10511
CR5512,9/24/2013,18796,10512
CR5513,3/8/2011,18996,10513
CR5514,6/15/2012,19196,10514
CR5515,10/18/2011,19396,10515
CR5516,3/9/2011,19596,10516
CR5517,12/1/2012,19796,10517
CR5518,2/23/2011,17996,10518
CR5519,6/4/2014,18196,10519
CR5520,6/5/2014,18396,10520
CR5521,12/6/2013,18596,10521
CR5522,9/11/2013,18796,10522
CR5523,7/20/2013,18996,10523
CR5524,12/11/2013,19196,10524
CR5525,9/2/2014,19396,10525
CR5526,5/8/2012,19596,10526
CR5527,10/4/2013,19796,10527
CR5528,9/9/2012,17996,10528
CR5529,12/3/2013,18196,10529
CR5530,3/18/2014,18396,10530
CR5531,11/8/2014,18596,10531
CR5532,9/18/2012,18796,10532
CR5533,8/15/2014,18996,10533
CR5534,11/3/2011,19196,10534
CR5535,5/20/2014,19396,10535
CR5536,9/19/2014,19596,10536
CR5537,4/14/2014,19796,10537
CR5538,6/26/2014,17996,10538
CR5539,6/8/2012,18196,10539
CR5540,11/21/2012,18396,10540
CR5541,4/23/2013,18596,10541
CR5542,8/24/2012,18796,10542
CR5543,10/24/2013,18996,10543
CR5544,1/3/2012,19196,10544
CR5545,9/28/2011,19396,10545
CR5546,4/18/2013,19596,10546
CR5547,8/2/2014,19796,10547
CR5548,6/8/2012,17996,10548
CR5549,11/18/2012,18196,10549
CR5550,11/12/2013,18396,10550
CR5551,8/24/2011,18596,10551
CR5552,4/19/2012,18796,10552
CR5553,7/28/2012,18996,10553
CR5554,10/17/2012,19196,10554
CR5555,4/10/2013,19396,10555
CR5556,12/25/2012,19596,10556
CR5557,7/7/2012,19796,10557
CR5558,6/13/2013,17996,10558
CR5559,4/10/2013,18196,10559
CR5560,7/24/2011,18396,10560
CR5561,9/3/2014,18596,10561
CR5562,8/21/2014,18796,10562
CR5563,4/5/2011,18996,10563
CR5564,3/22/2011,19196,10564
CR5565,11/11/2011,19396,10565
CR5566,11/26/2014,19596,10566
CR5567,2/10/2012,19796,10567
CR5568,12/9/2011,17996,10568
CR5569,9/21/2012,18196,10569
CR5570,12/11/2011,18396,10570
CR5571,10/3/2014,18596,10571
CR5572,7/3/2013,18796,10572
CR5573,7/2/2014,18996,10573
CR5574,11/26/2014,19196,10574
CR5575,3/29/2012,19396,10575
CR5576,8/24/2014,19596,10576
CR5577,6/23/2011,19796,10577
CR5578,9/20/2013,17996,10578
CR5579,8/23/2011,18196,10579
CR5580,6/26/2012,18396,10580
CR5581,8/22/2012,18596,10581
CR5582,10/17/2014,18796,10582
CR5583,8/22/2014,18996,10583
CR5584,10/5/2011,19196,10584
CR5585,8/22/2013,19396,10585
CR5586,3/12/2013,19596,10586
CR5587,7/28/2012,19796,10587
CR5588,3/24/2011,17996,10588
CR5589,6/4/2013,18196,10589
CR5590,7/18/2014,18396,10590
CR5591,9/30/2014,18596,10591
CR5592,3/22/2012,18796,10592
CR5593,4/10/2012,18996,10593
CR5594,6/24/2011,19196,10594
CR5595,12/11/2014,19396,10595
CR5596,11/11/2014,19596,10596
CR5597,8/4/2011,19796,10597
CR5598,10/22/2013,17996,10598
CR5599,2/3/2014,18196,10599
CR5600,11/3/2012,18396,10600
CR5601,1/6/2015,18596,10601
CR5602,9/22/2012,18796,10602
CR5603,8/2/2013,18996,10603
CR5604,11/13/2011,19196,10604
CR5605,7/6/2013,19396,10605
CR5606,10/26/2014,19596,10606
CR5607,1/11/2014,19796,10607
CR5608,4/15/2011,17996,10608
CR5609,10/23/2011,18196,10609
CR5610,11/16/2013,18396,10610
CR5611,9/26/2013,18596,10611
CR5612,8/14/2013,18796,10612
CR5613,9/20/2013,18996,10613
CR5614,3/20/2014,19196,10614
CR5615,10/8/2013,19396,10615
CR5616,2/27/2014,19596,10616
CR5617,3/1/2013,19796,10617
CR5618,9/11/2014,17996,10618
CR5619,7/5/2013,18196,10619
CR5620,5/25/2012,18396,10620
CR5621,9/23/2012,18596,10621
CR5622,10/28/2011,18796,10622
CR5623,2/27/2013,18996,10623
CR5624,6/4/2013,19196,10624
CR5625,1/29/2013,19396,10625
CR5626,11/4/2011,19596,10626
CR5627,9/30/2014,19796,10627
CR5628,7/3/2013,17996,10628
CR5629,9/10/2014,18196,10629
CR5630,6/18/2014,18396,10630
CR5631,5/14/2011,18596,10631
CR5632,11/13/2012,18796,10632
CR5633,8/10/2012,18996,10633
CR5634,10/4/2013,19196,10634
CR5635,10/1/2014,19396,10635
CR5636,10/29/2014,19596,10636
CR5637,9/21/2012,19796,10637
CR5638,11/6/2013,17996,10638
CR5639,1/24/2014,18196,10639
CR5640,10/22/2014,18396,10640
CR5641,1/5/2013,18596,10641
CR5642,12/1/2011,18796,10642
CR5643,3/18/2014,18996,10643
CR5644,7/8/2014,19196,10644
CR5645,8/2/2013,19396,10645
CR5646,3/3/2011,19596,10646
CR5647,6/27/2013,19796,10647
CR5648,5/11/2013,17996,10648
CR5649,8/31/2012,18196,10649
CR5650,9/6/2013,18396,10650
CR5651,12/4/2014,18596,10651
CR5652,1/19/2012,18796,10652
CR5653,1/12/2012,18996,10653
CR5654,7/2/2013,19196,10654
CR5655,11/30/2011,19396,10655
CR5656,10/12/2013,19596,10656
CR5657,7/7/2011,19796,10657
CR5658,9/13/2012,17996,10658
CR5659,10/18/2014,18196,10659
CR5660,8/6/2014,18396,10660
CR5661,7/5/2013,18596,10661
CR5662,8/20/2011,18796,10662
CR5663,12/14/2014,18996,10663
CR5664,6/18/2012,19196,10664
